name,matches,innings_batted,not_outs,runs_scored,balls_faced,fours,sixes,high_score,centuries,fifties,innings_bowled,balls_bowled,runs_conceded,wickets,5_wickets,best_bowling_wickets,best_bowling_runs,dismissals,batting_avg,batting_sr,bowling_economy,bowling_avg,identifier,unique_name,key_bcci,key_bcci_2,key_bigbash,key_cricbuzz,key_cricheroes,key_crichq,key_cricinfo,key_cricinfo_2,key_cricinfo_3,key_cricingif,key_cricketarchive,key_cricketarchive_2,key_cricketworld,key_nvplay,key_nvplay_2,key_opta,key_opta_2,key_pulse,key_pulse_2,catches,stumpings,run_outs_involved
KM Asif,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,133.0,231.0,7.0,0.0,2.0,42.0,1.0,0.0,0.0,10.42,33.0,798cc28e,KM Asif,JiO1eJi0ALJViICJhziKXiQIyGcOebU,,,,,,1083030.0,,,,,,,,,,,4944.0,,1,0,0
KM Jadhav,81.0,81.0,27.0,1208.0,981.0,102.0,40.0,69.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,54.0,22.37,123.14,0.0,0.0,99d63244,KM Jadhav,ezGiUihCJbJKJIXJA1eO0IOQyLciVii,,,,,,290716.0,,,,150824.0,,,,,,,297.0,,31,7,7
KMA Paul,8.0,6.0,1.0,18.0,24.0,1.0,1.0,7.0,0.0,0.0,8.0,163.0,237.0,9.0,0.0,3.0,17.0,5.0,3.6,75.0,8.72,26.33,75224f22,KMA Paul,,,8342.0,,,,677081.0,,,,1500135.0,,,,,,,3101.0,,6,0,0
KMDN Kulasekara,5.0,1.0,1.0,5.0,3.0,1.0,0.0,5.0,0.0,0.0,5.0,102.0,120.0,5.0,0.0,2.0,10.0,0.0,5.0,166.67,7.06,24.0,469ea22b,KMDN Kulasekara,,,,,,,49535.0,,,,45534.0,,,,,,,23.0,,4,0,1
KP Appanna,13.0,3.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,13.0,216.0,286.0,9.0,0.0,4.0,19.0,1.0,2.0,50.0,7.94,31.78,d92e42f5,KP Appanna,,,,,,,269170.0,,,,,,,,,,,279.0,,3,0,3
KP Pietersen,36.0,36.0,8.0,1001.0,743.0,91.0,40.0,103.0,1.0,4.0,13.0,174.0,215.0,7.0,0.0,2.0,31.0,28.0,35.75,134.72,7.41,30.71,39f01cdb,KP Pietersen,,,,,,,19296.0,,,,8063.0,,,,,,,172.0,,12,0,2
KR Mayers,13.0,13.0,0.0,379.0,263.0,38.0,22.0,73.0,0.0,4.0,6.0,42.0,59.0,0.0,0.0,0.0,4.0,13.0,29.15,144.11,8.43,0.0,73c18486,KR Mayers,,,,,,,348056.0,,,,288188.0,,,,,,,1902.0,,2,0,0
KR Sen,12.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,241.0,387.0,14.0,0.0,4.0,20.0,0.0,0.0,0.0,9.63,27.64,2e78f685,KR Sen,JbVX0zy1eiCOcGiJiIiKiJhLUQeIAOJ,,,,,,1163695.0,,,,,,,,,,,,,4,0,0
KS Bharat,8.0,8.0,1.0,199.0,163.0,12.0,8.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,7.0,28.43,122.09,0.0,0.0,44a89551,KS Bharat,iiVJIJeU0LJXhy1GieiQJOCcIziKAOb,,,,,,529436.0,,,,,,,,,,,,,5,1,0
KS Rathore,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1.0,0.0,0.0,0.0,0.0,e3851766,KS Rathore,,,,,,,1339031.0,,,,,,,,,,,,,0,0,0
KS Sharma,3.0,3.0,0.0,16.0,25.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,3.0,5.33,64.0,0.0,0.0,39ed0d2f,KS Sharma,JOhGeIyzJebiQiiJiXcK0J1CUAOLVIi,,,,,,1246518.0,,,,,,,,,,,,,0,0,0
KS Williamson,76.0,76.0,17.0,2132.0,1697.0,187.0,64.0,89.0,0.0,18.0,2.0,18.0,31.0,0.0,0.0,0.0,7.0,59.0,36.14,125.63,10.33,0.0,d027ba9f,KS Williamson,,,,,,,277906.0,,,,159052.0,,,fbc63455-b04f-4e7d-bebf-b0ca9992f1b4,d1944471-a697-4b45-ab9c-ba5099142053,,,440.0,,40,0,1
KT Maphaka,4.0,1.0,1.0,8.0,2.0,2.0,0.0,8.0,0.0,0.0,4.0,66.0,143.0,2.0,0.0,1.0,23.0,0.0,8.0,400.0,13.0,71.5,107c26fb,KT Maphaka,,,,,,,1294342.0,,,,2496965.0,,113130.0,,,,,,,2,0,0
KV Sharma,88.0,40.0,14.0,352.0,295.0,20.0,17.0,39.0,0.0,0.0,87.0,1585.0,2215.0,83.0,0.0,4.0,16.0,26.0,13.54,119.32,8.38,26.69,119678fd,KV Sharma,GiQi1LUCieIAJJJeiJbcOyOXzVi0hKI,IIiJhG0yUVJJcQLi1iCbeiezJAOKiXO,,,,,30288.0,,,,15475.0,,,,,,,1118.0,,23,0,2
KW Richardson,15.0,4.0,1.0,36.0,39.0,2.0,1.0,26.0,0.0,0.0,15.0,335.0,472.0,19.0,0.0,3.0,13.0,3.0,12.0,92.31,8.45,24.84,dfc4d8b5,KW Richardson,,,5180.0,,,,272262.0,,,,113443.0,,,,,,,798.0,,6,0,1
Kamran Akmal,6.0,6.0,1.0,128.0,78.0,13.0,8.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,5.0,25.6,164.1,0.0,0.0,ff077124,Kamran Akmal,,,,,,,41028.0,,,13049.0,9183.0,,,,,,,316.0,,5,4,2
Kamran Khan,9.0,1.0,0.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,9.0,166.0,239.0,10.0,0.0,4.0,33.0,1.0,3.0,60.0,8.64,23.9,6ef60d3a,Kamran Khan,,,,,,,391121.0,,,,,,,,,,,,,4,0,2
Kamran Khan,9.0,1.0,0.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,9.0,166.0,239.0,10.0,0.0,4.0,33.0,1.0,3.0,60.0,8.64,23.9,922e3dcc,Kamran Khan (2),,,,,,,319750.0,,,,95037.0,,,,,,,,,4,0,2
Karanveer Singh,9.0,4.0,3.0,12.0,17.0,1.0,0.0,5.0,0.0,0.0,9.0,204.0,321.0,12.0,0.0,4.0,54.0,1.0,12.0,70.59,9.44,26.75,1647bd37,Karanveer Singh,iACIQeUJ0JX1iyObzGVJiLihOJKIiec,,,,,,322535.0,,,,,,,,,,,1743.0,,2,0,0
Karim Janat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,0.0,62175638,Karim Janat,,,,,,,793467.0,,,,1927707.0,,,,,,,2901.0,,0,0,0
Kartik Tyagi,20.0,6.0,2.0,13.0,16.0,1.0,0.0,7.0,0.0,0.0,20.0,422.0,713.0,15.0,0.0,2.0,29.0,4.0,3.25,81.25,10.14,47.53,5d2eea49,Kartik Tyagi,,,,,,,1122918.0,,,,1947104.0,,,,,,,10059.0,,3,0,0
Kuldeep Yadav,98.0,37.0,23.0,201.0,232.0,18.0,3.0,35.0,0.0,0.0,96.0,2064.0,2778.0,102.0,0.0,4.0,14.0,14.0,14.36,86.64,8.08,27.24,8d2c70ad,Kuldeep Yadav,ziJKJhOi0iiQeJCbycUILJAO1GIVXie,,,,,,559235.0,,,,404424.0,,,,,,,261.0,,20,0,3
Kumar Kushagra,3.0,3.0,0.0,3.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,3.0,1.0,42.86,0.0,0.0,57ca01b3,Kumar Kushagra,ciQKXeIhzieJGO0VIAiJ1LCOJUyiibJ,,,,,,1207295.0,,,,,,,,,,,,,1,0,0
L Ablish,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,75.0,3.0,0.0,2.0,17.0,0.0,0.0,0.0,10.71,25.0,8b9704ae,L Ablish,,,,,,,26236.0,,,,,,,,,,,,,0,0,0
L Balaji,73.0,14.0,6.0,36.0,49.0,2.0,1.0,15.0,0.0,0.0,73.0,1512.0,2028.0,76.0,1.0,5.0,24.0,8.0,4.5,73.47,8.05,26.68,b2b50355,L Balaji,,,,,,,26829.0,,,,8954.0,,,,,,,87.0,,11,0,4
L Ngidi,16.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,372.0,529.0,29.0,0.0,4.0,10.0,0.0,0.0,0.0,8.53,18.24,f834dcfc,L Ngidi,,,,,,,542023.0,,,,1214926.0,,,,,,,3746.0,,2,0,0
L Ronchi,5.0,5.0,0.0,34.0,34.0,6.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,5.0,6.8,100.0,0.0,0.0,0fa5042b,L Ronchi,,,,,,,7502.0,,,12594.0,17568.0,,,4a080d97-ba06-4601-a576-79ff7e43bf96,,,,338.0,,4,0,2
L Wood,2.0,1.0,1.0,9.0,3.0,0.0,1.0,9.0,0.0,0.0,2.0,36.0,93.0,1.0,0.0,1.0,68.0,0.0,9.0,300.0,15.5,93.0,65b6943c,L Wood,,,,,,,573170.0,,,,1102475.0,,,,,,,1554.0,,0,0,0
LA Carseldine,5.0,5.0,1.0,81.0,68.0,11.0,0.0,39.0,0.0,0.0,1.0,6.0,6.0,1.0,0.0,1.0,6.0,4.0,20.25,119.12,6.0,6.0,d872f52a,LA Carseldine,,,,,,,4541.0,,,,,,,,,,,,,4,0,0
LA Pomersbach,16.0,16.0,5.0,302.0,246.0,25.0,13.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,11.0,27.45,122.76,0.0,0.0,b63ab531,LA Pomersbach,,,,,,,232284.0,,,,,,,,,,,238.0,,8,0,0
LB Williams,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,36.0,72.0,1.0,0.0,1.0,38.0,0.0,1.0,50.0,12.0,72.0,a1d95bd8,LB Williams,,,,,,,379887.0,,,,,,,,,,,,,1,0,0
LE Plunkett,7.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,150.0,225.0,4.0,0.0,3.0,17.0,1.0,1.0,33.33,9.0,56.25,9a963804,LE Plunkett,,,,,,,19264.0,,,,44795.0,,,,,,,1842.0,,2,0,0
LH Ferguson,49.0,8.0,5.0,72.0,47.0,7.0,2.0,24.0,0.0,0.0,49.0,1026.0,1532.0,54.0,1.0,5.0,17.0,3.0,24.0,153.19,8.96,28.37,2f9d0389,LH Ferguson,,,,10692.0,,,493773.0,,,,1206219.0,,,f39fa270-fba3-46c8-9a57-859fc78493bc,,,,3729.0,,9,0,4
LI Meriwala,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,32.0,1.0,0.0,1.0,32.0,0.0,0.0,0.0,10.67,32.0,d3611425,LI Meriwala,QCibeiJ0yOUhVzKiIJiAGiIcLJeOJ1X,,,,,,573930.0,,,,,,,,,,,7803.0,,0,0,0
LJ Wright,7.0,5.0,0.0,106.0,60.0,16.0,3.0,44.0,0.0,0.0,6.0,71.0,124.0,2.0,0.0,1.0,12.0,5.0,21.2,176.67,10.48,62.0,cca50cd6,LJ Wright,,,,,,,23460.0,,,,44043.0,,,,,,,285.0,,2,0,2
LMP Simmons,29.0,29.0,2.0,1079.0,852.0,109.0,44.0,100.0,1.0,11.0,1.0,18.0,34.0,1.0,0.0,1.0,34.0,27.0,39.96,126.64,11.33,34.0,89f64c19,LMP Simmons,,,,,,,53116.0,,,,44612.0,,,,,,,595.0,,10,0,1
LPC Silva,3.0,3.0,1.0,40.0,26.0,5.0,1.0,23.0,0.0,0.0,1.0,6.0,21.0,0.0,0.0,0.0,21.0,2.0,20.0,153.85,21.0,0.0,1be70c88,LPC Silva,,,,,,,50431.0,,,,8148.0,,,,,,,366.0,1292.0,3,0,1
LR Shukla,43.0,33.0,6.0,405.0,350.0,33.0,16.0,48.0,0.0,0.0,27.0,314.0,447.0,15.0,0.0,3.0,6.0,27.0,15.0,115.71,8.54,29.8,b1451597,LR Shukla,,,,,,,34019.0,,,,,,,,,,,88.0,,16,0,6
LRPL Taylor,54.0,54.0,14.0,1017.0,822.0,66.0,46.0,81.0,0.0,3.0,2.0,12.0,24.0,0.0,0.0,0.0,11.0,40.0,25.43,123.72,12.0,0.0,b61a3e1a,LRPL Taylor,,,,,,,38699.0,,,,44305.0,,,b3f7a63b-7947-4d06-9561-86b64c7daa3a,,,,226.0,,18,0,1
LS Livingstone,48.0,47.0,7.0,1051.0,662.0,70.0,75.0,94.0,0.0,7.0,27.0,312.0,469.0,13.0,0.0,3.0,27.0,40.0,26.27,158.76,9.02,36.08,50c6bc2b,LS Livingstone,,,6724.0,,,,403902.0,,,15487.0,353210.0,,,,,,,3644.0,,22,0,0
Lalit Yadav,25.0,21.0,5.0,305.0,290.0,27.0,7.0,48.0,0.0,0.0,19.0,288.0,425.0,10.0,0.0,2.0,11.0,16.0,19.06,105.17,8.85,42.5,ad427b5c,Lalit Yadav,20173b1eadf9ab8e11e78020028d29d,,,,,,930189.0,,,,,,,,,,,6870.0,,19,0,2
Liton Das,1.0,1.0,0.0,4.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1.0,4.0,100.0,0.0,0.0,0404d43c,Liton Das,,,,,,,536936.0,,,,288208.0,,,,,,,1596.0,,0,0,0
M Ashwin,44.0,12.0,3.0,35.0,50.0,2.0,1.0,9.0,0.0,0.0,44.0,870.0,1162.0,35.0,0.0,3.0,21.0,9.0,3.89,70.0,8.01,33.2,e2db2409,M Ashwin,OKiheAIOyQXLz1I0JJiicJCGiVUJeib,,,,,,528067.0,,,,264084.0,,,,,,,3187.0,,8,0,0
M Jansen,35.0,20.0,9.0,141.0,129.0,8.0,6.0,34.0,0.0,0.0,35.0,733.0,1149.0,36.0,0.0,3.0,17.0,11.0,12.82,109.3,9.41,31.92,81c36ee9,M Jansen,,,,,,,696401.0,,,,1579425.0,,60394.0,,,,,17068.0,,21,0,0
M Kaif,22.0,22.0,4.0,259.0,250.0,22.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,18.0,14.39,103.6,0.0,0.0,d84378a4,M Kaif,,,,,,,29990.0,,,,7600.0,,,,,,,159.0,,16,0,1
M Kartik,55.0,14.0,7.0,113.0,108.0,7.0,1.0,21.0,0.0,0.0,55.0,1149.0,1388.0,31.0,0.0,3.0,17.0,7.0,16.14,104.63,7.25,44.77,abfeb126,M Kartik,,,,,,,30049.0,,,,7118.0,,,,,,,125.0,,20,0,3
M Klinger,4.0,4.0,0.0,73.0,77.0,9.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,4.0,18.25,94.81,0.0,0.0,b970a03f,M Klinger,,,,,,,6161.0,,,,,,,,,,,,,0,0,0
M Manhas,38.0,38.0,15.0,514.0,470.0,43.0,10.0,42.0,0.0,0.0,3.0,42.0,42.0,0.0,0.0,0.0,9.0,23.0,22.35,109.36,6.0,0.0,c42aaf71,M Manhas,iIziee0cAJCJVXO1KhIyJUOQGiiLibJ,,,,,,31001.0,,,,,,,,,,,124.0,,20,0,2
M Markande,37.0,10.0,7.0,48.0,42.0,5.0,1.0,18.0,0.0,0.0,37.0,720.0,1069.0,37.0,0.0,4.0,15.0,3.0,16.0,114.29,8.91,28.89,a9fd84fb,M Markande,Q0GJOJCJLO1UiKiAeJIiyzVbXihcieI,,,,,,1081442.0,,,,,,,,,,,4951.0,,8,0,0
M Morkel,70.0,20.0,10.0,126.0,90.0,11.0,5.0,23.0,0.0,0.0,70.0,1629.0,2089.0,77.0,0.0,4.0,20.0,10.0,12.6,140.0,7.69,27.13,5bb5a915,M Morkel,,,3482.0,,,,46538.0,,,,62310.0,,,,,,,169.0,,11,0,4
M Muralitharan,66.0,9.0,3.0,20.0,30.0,1.0,0.0,6.0,0.0,0.0,66.0,1528.0,1706.0,64.0,0.0,4.0,26.0,6.0,3.33,66.67,6.7,26.66,4ba44e19,M Muralitharan,,,,,,,49636.0,,,,2040.0,,,,,,,241.0,,15,0,3
M Ntini,9.0,2.0,1.0,11.0,18.0,2.0,0.0,11.0,0.0,0.0,9.0,210.0,242.0,7.0,0.0,4.0,21.0,1.0,11.0,61.11,6.91,34.57,20a941bb,M Ntini,,,,,,,46592.0,,,,4067.0,,,,,,,351.0,,1,0,2
M Pathirana,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,702.0,1016.0,47.0,0.0,4.0,28.0,0.0,0.0,0.0,8.68,21.62,64839cb3,M Pathirana,,,,,,,1194795.0,,,,,,,,,,,,,9,0,0
M Prasidh Krishna,66.0,7.0,4.0,9.0,24.0,0.0,0.0,4.0,0.0,0.0,66.0,1505.0,2201.0,75.0,0.0,4.0,30.0,3.0,3.0,37.5,8.77,29.35,85e0cf10,M Prasidh Krishna,1V0JJIIiiXUcQeiGLJAJOihybzCiOeK,,,,,,917159.0,,,,1556435.0,,,,,,,5105.0,,14,0,1
M Rawat,11.0,11.0,6.0,55.0,69.0,4.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,5.0,11.0,79.71,0.0,0.0,de8d3876,M Rawat,b0eOicOiiUXziJCL1JiVKAyeJIQJGhI,,,,,,33440.0,,,,,,,,,,,268.0,,16,2,9
M Shahrukh Khan,48.0,48.0,14.0,732.0,491.0,46.0,50.0,58.0,0.0,2.0,3.0,18.0,28.0,1.0,0.0,1.0,13.0,34.0,21.53,149.08,9.33,28.0,7dcb9bc9,M Shahrukh Khan,Ch0JeOXVeyGbiiKJJUicIQizO1AiIJL,,,,,,719719.0,,,,,,,,,,,7779.0,,25,0,1
M Siddharth,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,96.0,138.0,3.0,0.0,2.0,39.0,0.0,0.0,0.0,8.62,46.0,cf0ccafa,M Siddharth,iC0KiUVbGOyzOJLiiAJIIJe1QeJhcXi,,,,,,1151286.0,,,,,,,,,,,,,1,0,0
M Theekshana,38.0,6.0,3.0,17.0,34.0,0.0,1.0,7.0,0.0,0.0,38.0,876.0,1207.0,36.0,0.0,4.0,33.0,3.0,5.67,50.0,8.27,33.53,f24c6701,M Theekshana,,,,,,,1138316.0,,,,,,,,,,,,,4,0,2
M Tiwari,2.0,1.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,14.0,0.0,0.0,0.0,14.0,1.0,3.0,75.0,14.0,0.0,fb5f69e4,M Tiwari,,,,,,,1460385.0,,,,,,,,,,,,,2,0,0
M Vijay,105.0,105.0,5.0,2619.0,2149.0,247.0,91.0,127.0,2.0,13.0,4.0,36.0,49.0,0.0,0.0,0.0,8.0,100.0,26.19,121.87,8.17,0.0,4b57e452,M Vijay,A0QeiIJhJcXbCVGLK1zJOiiUIyeiOiJ,,,,,,237095.0,,,,100713.0,,,,,,,7.0,,48,0,1
M Vohra,51.0,51.0,2.0,1083.0,829.0,104.0,43.0,95.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,49.0,22.1,130.64,0.0,0.0,c03e2850,M Vohra,0yiIKLIiOJVeiUzQCAiJOehJcXiJG1b,,,,,,532856.0,,,,,,,,,,,1085.0,,13,0,1
M de Lange,5.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,108.0,169.0,5.0,0.0,3.0,34.0,1.0,1.0,50.0,9.39,33.8,d4eef961,M de Lange,,,,,,,393279.0,,,,433750.0,,,88fbeb11-e8d5-4417-b83e-88d6553f2a80,,,,204.0,,0,0,0
MA Agarwal,125.0,125.0,5.0,2764.0,2066.0,275.0,100.0,106.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,120.0,23.03,133.79,0.0,0.0,00ea847a,MA Agarwal,GJIOIyVUihiLiAzJXOeJ0KQebii1JCc,,,,,,398438.0,,,,373862.0,,,ae72f9a5-0815-447f-9314-d834e33c3ca5,,,,158.0,,59,0,2
MA Khote,3.0,3.0,1.0,24.0,22.0,2.0,1.0,9.0,0.0,0.0,2.0,30.0,51.0,2.0,0.0,2.0,29.0,2.0,12.0,109.09,10.2,25.5,0d232ffd,MA Khote,,,,,,,30220.0,,,,,,,,,,,,,0,0,0
MA Starc,51.0,21.0,10.0,111.0,119.0,11.0,0.0,29.0,0.0,0.0,50.0,1064.0,1537.0,65.0,1.0,5.0,35.0,11.0,10.09,93.28,8.67,23.65,3fb19989,MA Starc,,,,,,,311592.0,,,,158702.0,,,,,,,490.0,,29,0,3
MA Wood,5.0,3.0,1.0,12.0,8.0,1.0,1.0,10.0,0.0,0.0,5.0,120.0,179.0,11.0,1.0,5.0,14.0,2.0,6.0,150.0,8.95,16.27,8d92a2c3,MA Wood,,,,,,,351588.0,,,,224063.0,,,,,,,2749.0,,3,0,0
MB Parmar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,11.0,0.0,86ae8ef2,MB Parmar,,,,,,,240734.0,,,,,,,,,,,,,0,0,0
MC Henriques,62.0,54.0,18.0,1000.0,788.0,87.0,28.0,74.0,0.0,5.0,60.0,950.0,1289.0,42.0,0.0,3.0,12.0,36.0,27.78,126.9,8.14,30.69,32198ae0,MC Henriques,,,4285.0,,,,5961.0,,,,60855.0,,,,,,,388.0,,30,0,1
MC Juneja,7.0,7.0,0.0,125.0,128.0,11.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,7.0,17.86,97.66,0.0,0.0,605b7efa,MC Juneja,LIzeKCOVihJIXJQyGUi0iceiOJiJb1A,,,,,,390480.0,,,,,,,,,,,51.0,,0,0,0
MD Mishra,17.0,17.0,1.0,237.0,208.0,24.0,8.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,16.0,14.81,113.94,0.0,0.0,6afb26d6,MD Mishra,,,,,,,31028.0,,,,,,,,,,,242.0,,1,0,0
MD Shanaka,3.0,3.0,1.0,26.0,26.0,2.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,13.0,100.0,0.0,0.0,3ff033bb,MD Shanaka,,,,,,,437316.0,,,,913861.0,,,,,,,2876.0,,2,0,0
MDKJ Perera,2.0,2.0,0.0,14.0,13.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,2.0,7.0,107.69,0.0,0.0,f21043a5,MDKJ Perera,,,,,,,300631.0,,,,160211.0,,,,,,,1738.0,716.0,0,0,0
MEK Hussey,58.0,58.0,7.0,1977.0,1612.0,198.0,52.0,116.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,51.0,38.76,122.64,0.0,0.0,48fd7349,MEK Hussey,,,,,,,5939.0,,,,6240.0,,,,,,,20.0,,26,0,1
MF Maharoof,20.0,14.0,4.0,177.0,123.0,12.0,9.0,39.0,0.0,0.0,20.0,420.0,520.0,27.0,0.0,3.0,34.0,10.0,17.7,143.9,7.43,19.26,ab89348d,MF Maharoof,,,,,,,49638.0,,,,11220.0,,,,,,,1865.0,,4,0,2
MG Bracewell,5.0,4.0,2.0,58.0,47.0,6.0,1.0,26.0,0.0,0.0,5.0,66.0,95.0,6.0,0.0,2.0,13.0,2.0,29.0,123.4,8.64,15.83,e38bce7a,MG Bracewell,,,,,,,326968.0,,,,245788.0,,,0294db12-2f98-426c-834d-054a00fbf323,,,,,,1,0,0
MG Johnson,54.0,28.0,15.0,167.0,164.0,10.0,7.0,16.0,0.0,0.0,54.0,1235.0,1708.0,62.0,0.0,3.0,26.0,13.0,12.85,101.83,8.3,27.55,f5180fe6,MG Johnson,,,,,,,6033.0,,,,10021.0,,,,,,,213.0,,15,0,4
MG Neser,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,62.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,15.5,0.0,0164b064,MG Neser,,,5964.0,,,,376169.0,,,,950798.0,,,,,,,909.0,,0,0,0
MJ Clarke,6.0,6.0,0.0,98.0,94.0,12.0,0.0,41.0,0.0,0.0,5.0,66.0,67.0,2.0,0.0,1.0,12.0,6.0,16.33,104.26,6.09,33.5,f842c2cf,MJ Clarke,,,,,,,4578.0,,,,8812.0,,,,,,,286.0,,1,0,0
MJ Guptill,13.0,13.0,1.0,271.0,197.0,24.0,15.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,12.0,22.58,137.56,0.0,0.0,2be41edb,MJ Guptill,,,,,,,226492.0,,,,93363.0,,,ce484a93-e4d2-4a98-96b0-e88b90853e23,,,,431.0,,7,0,0
MJ Henry,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,102.0,181.0,2.0,0.0,1.0,28.0,0.0,0.0,0.0,10.65,90.5,e84ac20c,MJ Henry,,,,,,,506612.0,,,,921042.0,,,aa8349fb-efb1-449a-bb0c-4da80c444ac2,d2e5ffab-9d75-45a1-89e3-b70295f31f98,,,1505.0,,0,0,0
MJ Lumb,12.0,12.0,0.0,278.0,194.0,45.0,6.0,83.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,12.0,23.17,143.3,0.0,0.0,11df3dc8,MJ Lumb,,,,,,,16406.0,,,,,,,,,,,309.0,,5,0,0
MJ McClenaghan,56.0,21.0,8.0,85.0,70.0,5.0,7.0,20.0,0.0,0.0,56.0,1274.0,1803.0,71.0,0.0,4.0,21.0,13.0,6.54,121.43,8.49,25.39,51a3c5ef,MJ McClenaghan,,,,,,,319439.0,,,13611.0,237626.0,,,fc4db06a-f48f-40ea-a0e4-dfc61fbd5dd5,,,,730.0,,1,0,1
MJ Owen,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1.0,0.0,0.0,0.0,0.0,f2c936d7,MJ Owen,,,,,,,1213979.0,,,,,,,,,,,,,2,0,0
MJ Santner,31.0,19.0,11.0,110.0,104.0,6.0,6.0,22.0,0.0,0.0,31.0,603.0,735.0,25.0,0.0,3.0,11.0,8.0,13.75,105.77,7.31,29.4,e4a0deae,MJ Santner,,,,,,,502714.0,,,,952567.0,,,080e3427-3a93-4fdf-aaeb-08b1bb6fbd93,1b051ad4-4937-4a9b-b9dd-c623fbfa711f,,,1903.0,,15,0,3
MJ Suthar,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,26.0,0.0,0.0,0.0,26.0,1.0,1.0,50.0,13.0,0.0,025c4400,MJ Suthar,,,,,,,1175426.0,,,,,,,,,,,,,0,0,0
MK Lomror,37.0,35.0,6.0,527.0,373.0,33.0,30.0,54.0,0.0,1.0,11.0,90.0,127.0,1.0,0.0,1.0,22.0,29.0,18.17,141.29,8.47,127.0,da934ee8,MK Lomror,byUJIVKXAei0ziJJcChQiG1OiILiOJe,,,,,,853265.0,,,,1060254.0,,,,,,,2970.0,,12,0,0
