matches,innings_batted,runs_scored,balls_faced,fours,sixes,not_outs,high_score,centuries,fifties,innings_bowled,balls_bowled,runs_conceded,wickets,catches,stumpings,season,name,identifier,unique_name,key_bcci,key_bcci_2,key_bigbash,key_cricbuzz,key_cricheroes,key_crichq,key_cricinfo,key_cricinfo_2,key_cricinfo_3,key_cricingif,key_cricketarchive,key_cricketarchive_2,key_cricketworld,key_nvplay,key_nvplay_2,key_opta,key_opta_2,key_pulse,key_pulse_2
13,0,349,307,33,15,0,0,0,0,0,120,128,6,5,0,2007,SC Ganguly,725529bc,SC Ganguly,,,,,,,28779.0,,,,2023.0,,,,,,,130.0,
13,0,112,98,10,6,0,0,0,0,0,268,366,11,3,0,2007,P Kumar,e938e1bc,P Kumar,J1iCzJIQL0eybOKiIJiOVUiXhcAGiJe,,,,,,30732.0,,,,73455.0,,,,,,,77.0,
4,0,188,92,13,15,0,0,0,0,0,0,0,0,1,0,2007,BB McCullum,b8a55852,BB McCullum,,,,,,,37737.0,,,,10263.0,,,5d52b90b-dbd2-4f38-9033-3ce0009b9e6e,,,,202.0,
11,0,34,43,4,0,0,0,0,0,0,252,357,13,1,0,2007,Z Khan,91a4a398,Z Khan,,,,,,,30102.0,,,,7645.0,,,,,,,165.0,
1,0,9,10,1,0,0,0,0,0,0,24,40,1,0,0,2007,AA Noffke,b69e69ed,AA Noffke,,,,,,,6938.0,,,,,,,,,,,,
11,0,199,183,23,4,0,0,0,0,0,206,311,4,3,0,2007,JH Kallis,86dc8f2e,JH Kallis,,,,,,,45789.0,,,,2231.0,,,,,,,198.0,
4,0,39,53,2,1,0,0,0,0,0,0,0,0,2,0,2007,RT Ponting,7d415ea5,RT Ponting,,,,,,,7133.0,,,,2229.0,,,,,,,361.0,
4,0,6,14,0,0,0,0,0,0,0,55,82,1,0,0,2007,SB Joshi,670709ec,SB Joshi,,,,,,,29725.0,,,,2290.0,,,,,,,,
13,0,319,259,19,17,0,0,0,0,0,78,130,2,5,0,2007,DJ Hussey,fd835ab3,DJ Hussey,,,,,,,5766.0,,,,,,,,,,,186.0,
8,0,114,102,8,4,0,0,0,0,0,6,24,0,3,0,2007,CL White,d0513f63,CL White,,,3325.0,,,,8291.0,,,,11866.0,,,,,,,178.0,
8,0,64,83,7,2,0,0,0,0,0,60,68,2,1,0,2007,Mohammad Hafeez,9ab63e7b,Mohammad Hafeez,,,,,,,41434.0,,,13050.0,19345.0,,,,,,,441.0,
14,0,371,298,35,11,0,0,0,0,0,0,0,0,2,0,2007,R Dravid,0184dc35,R Dravid,,,,,,,28114.0,,,,2280.0,,,,,,,131.0,
13,0,2,4,0,0,0,0,0,0,0,234,260,9,1,0,2007,AB Dinda,66b30f71,AB Dinda,UG1IAQOiiJIiibeCJezyXOihcJJKV0L,,,,,,227712.0,,,,,,,,,,,48.0,
6,0,115,104,12,3,0,0,0,0,0,0,0,0,3,0,2007,W Jaffer,619aa81f,W Jaffer,,,,,,,29646.0,,,,7112.0,,,,,,,,
13,0,11,11,1,0,0,0,0,0,0,253,329,7,2,0,2007,I Sharma,5bb1a1c4,I Sharma,UiOeJizJOeGXJiVybJ0iiIK1CIAhcQL,,,,,,236779.0,,,,100673.0,,,,,,,38.0,
12,0,165,157,18,4,0,0,0,0,0,46,61,2,2,0,2007,V Kohli,ba607b88,V Kohli,,,,,,,253802.0,,,,101095.0,,,,,,,164.0,
9,0,54,46,5,2,0,0,0,0,0,156,207,8,1,0,2007,AB Agarkar,fa463154,AB Agarkar,,,,,,,26184.0,,,,7111.0,,,,,,,47.0,
6,0,30,27,3,0,0,0,0,0,0,88,127,3,4,0,2007,M Kartik,abfeb126,M Kartik,,,,,,,30049.0,,,,7118.0,,,,,,,125.0,
10,0,225,177,24,6,0,0,0,0,0,0,0,0,3,1,2007,MV Boucher,f3cb53a1,MV Boucher,,,,,,,44111.0,,,,3941.0,,,,,,,306.0,
7,0,46,31,4,3,0,0,0,0,0,104,134,2,3,0,2007,B Akhil,af7dadf7,B Akhil,,,,,,,26206.0,,,,,,,,,,,,
12,0,159,119,12,7,0,0,0,0,0,0,0,0,8,2,2007,WP Saha,fe11caa6,WP Saha,iGiVeXU0JyihbJQJIeAzOCIciiLOJK1,,,,,,279810.0,,,,152985.0,,,,,,,16.0,
13,0,163,122,17,5,0,0,0,0,0,72,124,6,2,0,2007,LR Shukla,b1451597,LR Shukla,,,,,,,34019.0,,,,,,,,,,,88.0,
13,0,302,297,42,3,0,0,0,0,0,0,0,0,6,0,2007,PA Patel,b5da6c24,PA Patel,UVyIQiICJXziLJOiKiAcO0ihJ1beJGe,eJe0yzVIiJQcJ1iiObJLUOGKiXChiAI,,,,,32242.0,,,,9805.0,,,,,,,44.0,
4,0,17,13,2,1,0,0,0,0,0,96,112,4,3,0,2007,B Lee,dd09ff8e,B Lee,,,,,,,6278.0,,,,5951.0,,,,,,,196.0,
4,0,189,131,24,6,0,0,0,0,0,0,0,0,0,0,2007,ML Hayden,d8699ab7,ML Hayden,,,,,,,5616.0,,,,2118.0,,,,,,,352.0,
15,0,0,3,0,0,0,0,0,0,0,307,442,19,2,0,2007,S Sreesanth,6b8eb6e5,S Sreesanth,2020edede1b44a2911eb993e02726df,,,,,,34274.0,,,,11838.0,,,,,,,150.0,
9,0,320,198,41,8,0,0,0,0,0,0,0,0,4,0,2007,KC Sangakkara,6b71e6cf,KC Sangakkara,,,,,,,50710.0,,,,9506.0,,,,,,,27.0,
3,0,168,100,12,11,0,0,0,0,0,0,0,0,2,0,2007,MEK Hussey,48fd7349,MEK Hussey,,,,,,,5939.0,,,,6240.0,,,,,,,20.0,
11,0,221,148,27,8,0,0,0,0,0,168,276,7,3,0,2007,JR Hopes,2498e163,JR Hopes,,,,,,,5702.0,,,,,,,,,,,,
14,0,131,116,9,6,0,0,0,0,0,318,350,15,4,0,2007,IK Pathan,5fa06777,IK Pathan,0IizJOJiOLiJ1UXCIJAhiKyGVQceibe,,,,,,32685.0,,,,11245.0,,,,,,,49.0,
14,0,414,310,38,15,0,0,0,0,0,0,0,0,6,0,2007,MS Dhoni,4a8a2e3b,MS Dhoni,,,,,,,28081.0,,,,7561.0,,,,,,,1.0,
15,0,421,295,35,18,0,0,0,0,0,20,30,1,10,0,2007,SK Raina,1dc12ab9,SK Raina,iGJ1UQiJJJ0IOiiAzKcXIehViCeObyL,,,,,,33335.0,,,,15460.0,,,,,,,14.0,
7,0,76,78,7,4,0,0,0,0,0,12,25,0,2,0,2007,K Goel,a1f1829d,K Goel,,,,,,,28997.0,,,,,,,,,,,,
15,0,90,59,10,3,0,0,0,0,0,281,389,17,6,0,2007,PP Chawla,98ae73b1,PP Chawla,iJiI0ebJUILz1VOOiXAchCeKGiiJyQJ,,,,,,32966.0,,,,61458.0,,,,,,,76.0,
4,0,26,27,2,0,0,0,0,0,0,18,36,1,2,0,2007,WA Mota,3dba85c2,WA Mota,,,,,,,31041.0,,,,,,,,,,,,
4,0,18,12,1,1,0,0,0,0,0,96,149,3,3,0,2007,JDP Oram,3eac9d95,JDP Oram,,,,,,,38062.0,,,,9890.0,,,,,,,293.0,
12,0,192,130,21,8,0,0,0,0,0,0,0,0,5,0,2007,S Badrinath,3576e47e,S Badrinath,,,,,,,26806.0,,,,8757.0,,,,,,,12.0,
16,0,35,23,2,3,0,0,0,0,0,360,443,17,2,0,2007,MS Gony,ae78bc32,MS Gony,iUJbIiOe0JGOLheQy1VzcJiKIiAXCiJ,,,,,,317293.0,,,,,,,,,,,40.0,
15,0,0,3,0,0,0,0,0,0,0,348,404,11,4,0,2007,M Muralitharan,4ba44e19,M Muralitharan,,,,,,,49636.0,,,,2040.0,,,,,,,241.0,
6,0,0,0,0,0,0,0,0,0,0,132,236,7,2,0,2007,P Amarnath,6ad3a659,P Amarnath,,,,,,,290629.0,,,,,,,,,,,,
8,0,16,11,1,1,0,0,0,0,0,148,239,8,4,0,2007,Joginder Sharma,9f961c14,Joginder Sharma,,,,,,,29976.0,,,,,,,,,,,,
15,0,299,184,24,19,0,0,0,0,0,54,83,3,7,0,2007,Yuvraj Singh,1c914163,Yuvraj Singh,0XiUJyiJVeOiGcOI1JLQbziICKiJAeh,,,,,,36084.0,,,,7681.0,,,,,,,113.0,
15,0,299,184,24,19,0,0,0,0,0,54,83,3,7,0,2007,Yuvraj Singh,30829ea2,Yuvraj Singh (2),IeiQJheiOcCIAbJy1VJUiOGKzLJi0Xi,,,,,,1246442.0,,,,,,,,,,,,
2,0,96,69,11,2,0,0,0,0,0,0,0,0,0,0,2007,SM Katich,fdedb37c,SM Katich,,,,,,,6128.0,,,,6243.0,,,,,,,,
5,0,10,15,0,1,0,0,0,0,0,0,0,0,4,0,2007,T Kohli,40caa465,T Kohli,VJeIiizKybLOUi1QIG0JJiOiechCXAJ,,,,,,331855.0,,,,,,,,,,,,
14,0,4,5,1,0,0,0,0,0,0,324,357,12,2,0,2007,GD McGrath,ee7d0c82,GD McGrath,,,,,,,6565.0,,,,2100.0,,,,,,,310.0,
16,0,435,243,43,25,0,0,0,0,0,169,230,8,3,0,2007,YK Pathan,3c6ffae8,YK Pathan,JyIb1U0CVOOQJiXAiziJGKehiicIJLe,,,,,,32498.0,,,,,,,,,,,96.0,
2,0,0,0,0,0,0,0,0,0,0,48,91,1,3,0,2007,B Geeves,50758325,B Geeves,,,,,,,5472.0,,,,,,,,,,,,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2007,M Manhas,c42aaf71,M Manhas,iIziee0cAJCJVXO1KhIyJUOQGiiLibJ,,,,,,31001.0,,,,,,,,,,,124.0,
15,0,472,311,47,19,0,0,0,0,0,325,383,17,2,0,2007,SR Watson,4329fbb5,SR Watson,,,,,,,8180.0,,,11643.0,10016.0,,,,,,,227.0,
15,0,176,171,14,6,0,0,0,0,0,0,0,0,8,0,2007,M Kaif,d84378a4,M Kaif,,,,,,,29990.0,,,,7600.0,,,,,,,159.0,
10,0,125,79,10,7,0,0,0,0,0,216,249,15,3,0,2007,MF Maharoof,ab89348d,MF Maharoof,,,,,,,49638.0,,,,11220.0,,,,,,,1865.0,
9,0,34,28,2,2,0,0,0,0,0,132,183,6,1,0,2007,R Bhatia,33a364a6,R Bhatia,zeI0GUJAL1yIheOKiiiQJOcJbJXiVCi,,,,,,26907.0,,,,,,,,,,,92.0,
2,0,18,18,3,0,0,0,0,0,0,0,0,0,0,0,2007,DS Lehmann,53fe6ee4,DS Lehmann,,,,,,,6285.0,,,,3324.0,,,,,,,,
13,0,135,103,11,6,0,0,0,0,0,13,21,0,8,0,2007,RA Jadeja,fe93fd9d,RA Jadeja,,,,,,,234675.0,,,,94280.0,,,,,,,9.0,
10,0,34,39,3,1,0,0,0,0,0,0,0,0,9,0,2007,M Rawat,de8d3876,M Rawat,b0eOicOiiUXziJCL1JiVKAyeJIQJGhI,,,,,,33440.0,,,,,,,,,,,268.0,
2,0,0,0,0,0,0,0,0,0,0,48,54,2,0,0,2007,DL Vettori,d7c6af50,DL Vettori,,,,,,,38710.0,,,,4372.0,,,1b6c5946-3779-4bd9-9fc2-361ee3542f60,,,,243.0,
5,0,33,24,5,0,0,0,0,0,0,47,78,1,2,0,2007,D Salunkhe,0264c10e,D Salunkhe,,,,,,,278482.0,,,,,,,,,,,,
15,0,70,59,7,2,0,0,0,0,0,312,404,19,6,0,2007,SK Warne,bb18be76,SK Warne,,,,,,,8166.0,,,,1999.0,,,,,,,,
15,0,5,12,0,0,0,0,0,0,0,288,399,13,3,0,2007,SK Trivedi,3d7e087f,SK Trivedi,,,,,,,35353.0,,,,,,,,,,,147.0,
14,0,534,379,68,8,0,0,0,0,0,0,0,0,2,0,2007,G Gambhir,bb345e0b,G Gambhir,KiXJQLiyIe1Viz0cGIACUiJiOJeOJhb,,,,,,28763.0,,,,7736.0,,,,,,,84.0,
15,0,0,1,0,0,0,0,0,0,0,330,420,14,2,0,2007,MM Patel,55721867,Min Patel,,,,,,,18458.0,,,,2359.0,,,,,,,,
15,0,0,1,0,0,0,0,0,0,0,330,420,14,2,0,2007,MM Patel,f0f628c7,MM Patel,VCXJUJJzcQeIiiAOiLGbO01eyiIJiKh,,,,,,32965.0,,,,60943.0,,,,,,,104.0,
14,0,406,220,46,21,0,0,0,0,0,66,133,3,3,0,2007,V Sehwag,8ba8195d,V Sehwag,b01UGCJLVcIJOeAeiyJJiXhQiziiOKI,,,,,,35263.0,,,,7744.0,,,,,,,45.0,
14,0,340,295,35,8,0,0,0,0,0,0,0,0,8,0,2007,S Dhawan,0a476045,S Dhawan,ziJiXLyVeQUACeiOhKiJJiI0O1cJIbG,,,,,,28235.0,,,,15627.0,,,,,,,41.0,
4,0,34,32,6,1,0,0,0,0,0,0,0,0,3,0,2007,L Ronchi,0fa5042b,L Ronchi,,,,,,,7502.0,,,12594.0,17568.0,,,4a080d97-ba06-4601-a576-79ff7e43bf96,,,,338.0,
14,0,514,309,57,31,0,0,0,0,0,126,159,4,2,0,2007,ST Jayasuriya,f233bbb4,ST Jayasuriya,,,,,,,49209.0,,,,1987.0,,,,,,,342.0,
5,0,39,53,2,2,0,0,0,0,0,42,40,3,3,0,2007,DJ Thornely,7d3937ed,DJ Thornely,,,,,,,8002.0,,,,,,,,,,,,
14,0,320,279,34,9,0,0,0,0,0,0,0,0,9,0,2007,RV Uthappa,1c17e270,RV Uthappa,GJiCeJbiiOiXALIeyiUQcJz1IhVO0JK,20188d75f840b8d811e8a30e02726df,,,,,35582.0,,,,8681.0,,,,,,,127.0,
5,0,34,35,4,0,0,0,0,0,0,0,0,0,4,0,2007,PR Shah,0aadc906,PR Shah,1yzJeQ0iOJVChJIeiJbLKGXUiIiiAcO,,,,,,34282.0,,,,,,,,,,,,
9,0,25,22,2,1,0,0,0,0,0,138,182,5,3,0,2007,R Vinay Kumar,41eb4a4f,R Vinay Kumar,UGeQyAIcJhO1ViJIzibOiCXJKi0JieL,,,,,,35731.0,,,,10424.0,,,,,,,166.0,
10,0,206,138,16,9,0,0,0,0,0,42,68,1,4,0,2007,AM Nayar,a45a5e8d,AM Nayar,bJ0AViJGXLUIQOiIKcehOC1iizJJyie,,,,,,32091.0,,,,,,,,,,,66.0,
13,0,147,111,12,8,0,0,0,0,0,276,301,11,2,0,2007,SM Pollock,88fccd6c,SM Pollock,,,,,,,46774.0,,,,2227.0,,,,,,,347.0,
3,0,30,17,1,3,0,0,0,0,0,60,82,5,2,0,2007,Harbhajan Singh,8b5b6769,Harbhajan Singh,JiLeiIUzbcJQiJCJeiiVO0IOyh1KGXA,,,,,,29264.0,,,,7121.0,,,,,,,103.0,
3,0,25,31,4,0,0,0,0,0,0,0,0,0,0,0,2007,S Chanderpaul,881a9bdd,S Chanderpaul,,,,,,,51469.0,,,,2119.0,,,,,,,333.0,
14,0,3,13,0,0,0,0,0,0,0,269,348,12,7,0,2007,A Nehra,96fd40ae,A Nehra,iOQIhJAe1ei0JLJizCiKiIGOXyUbcJV,,,,,,31820.0,,,,7767.0,,,,,,,115.0,
10,0,2,16,0,0,0,0,0,0,0,177,236,11,2,0,2007,DS Kulkarni,d2a989fc,DS Kulkarni,cIQiXiiLVezIi0JCAyiOeJGb1OKhJJU,,,,,,277955.0,,,,160008.0,,,,,,,101.0,
4,0,149,81,13,10,0,0,0,0,0,0,0,0,0,0,2007,LRPL Taylor,b61a3e1a,LRPL Taylor,,,,,,,38699.0,,,,44305.0,,,b3f7a63b-7947-4d06-9561-86b64c7daa3a,,,,226.0,
14,0,436,318,51,19,0,0,0,0,0,0,0,0,6,1,2007,AC Gilchrist,2b6e6dec,AC Gilchrist,,,,,,,5390.0,,,,4170.0,,,,,,,65.0,
10,0,288,210,22,15,0,0,0,0,0,84,137,2,0,0,2007,Y Venugopal Rao,fe763256,Y Venugopal Rao,,,,,,,35805.0,,,,,,,,,,,62.0,
6,0,155,132,22,1,0,0,0,0,0,0,0,0,1,0,2007,VVS Laxman,de8cce37,VVS Laxman,,,,,,,30750.0,,,,3314.0,,,,,,,,
3,0,161,105,15,9,0,0,0,0,0,41,101,0,3,0,2007,A Symonds,bd77eb62,A Symonds,,,,,,,7702.0,,,,4374.0,,,,,,,206.0,
13,0,404,273,38,19,0,0,0,0,0,24,25,1,8,0,2007,RG Sharma,740742ef,RG Sharma,,,,,,,34102.0,,,,74266.0,,,,,,,107.0,
8,0,112,123,9,2,0,0,0,0,0,162,199,3,1,0,2007,SB Styris,57efa3be,SB Styris,,,,,,,38407.0,,,,9489.0,,,,,,,22.0,
6,0,49,39,5,2,0,0,0,0,0,0,0,0,1,0,2007,AS Yadav,b9be6507,AS Yadav,,,,,,,36110.0,,,,,,,,,,,,
10,0,47,49,1,3,0,0,0,0,0,150,219,4,2,0,2007,SB Bangar,0604ef16,SB Bangar,,,,,,,27225.0,,,,8002.0,,,,,,,,
5,0,21,18,0,1,0,0,0,0,0,102,145,5,0,0,2007,WPUJC Vaas,bcce309e,WPUJC Vaas,,,,,,,50804.0,,,,2165.0,,,,,,,370.0,
14,0,27,24,2,1,0,0,0,0,0,308,442,15,5,0,2007,RP Singh,0ab3c788,Ritu Singh,,,,,,,1331889.0,,,,,,,,,,,,
14,0,27,24,2,1,0,0,0,0,0,308,442,15,5,0,2007,RP Singh,c3d1402f,RP Singh,bJ0JcXGAQCiLeVIh1UKiiiiIeyJJOOz,,,,,,35280.0,,,,61033.0,,,,,,,112.0,
12,0,2,4,0,0,0,0,0,0,0,222,284,11,3,0,2007,PP Ojha,6c6591ab,PP Ojha,JcUJhVXOiizCIi10GIeiAKyJObJQLei,,,,,,32130.0,,,,75691.0,,,,,,,106.0,
13,0,179,131,15,7,0,0,0,0,0,0,0,0,3,0,2007,DPMD Jayawardene,d18f9182,DPMD Jayawardene,,,,,,,49289.0,,,,6298.0,,,,,,,175.0,
6,0,128,78,13,8,0,0,0,0,0,0,0,0,5,4,2007,Kamran Akmal,ff077124,Kamran Akmal,,,,,,,41028.0,,,13049.0,9183.0,,,,,,,316.0,
5,0,5,8,0,0,0,0,0,0,0,72,129,0,1,0,2007,Pankaj Singh,e32d22f6,Pankaj Singh,OebhJCIiVi0iUiQiKXJJyA1GIOcJeLz,,,,,,32973.0,,,,71629.0,,,,,,,144.0,
2,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,2007,S Sohal,3fca55af,S Sohal,,,,,,,228943.0,,,,,,,,,,,,
8,0,3,6,0,0,0,0,0,0,0,192,296,8,1,0,2007,Mohammad Asif,e03b66ec,Mohammad Asif,,,,,,,41411.0,,,,19325.0,,,,,,,,
8,0,3,6,0,0,0,0,0,0,0,192,296,8,1,0,2007,Mohammad Asif,b7b6790a,Mohammad Asif (2),,,,,,,516824.0,,,,,,,,,,,,
8,0,3,6,0,0,0,0,0,0,0,192,296,8,1,0,2007,Mohammad Asif,53ad9c10,Mohammad Asif (3),,,,,,,343070.0,,,,,,,,,,,,
11,0,15,27,0,0,0,0,0,0,0,253,370,16,5,0,2007,VY Mahesh,93a17209,VY Mahesh,,,,,,,31732.0,,,,,,,,,,,15.0,
10,0,145,107,13,4,0,0,0,0,0,0,0,0,6,2,2007,KD Karthik,c03f1114,KD Karthik,JViyiOLAiI1OXCzhJieQ0cJKUbJGIie,,,,,,30045.0,,,,8749.0,,,,,,,102.0,
10,0,81,46,7,6,0,0,0,0,0,180,225,9,4,0,2007,Shahid Afridi,0dc00542,Shahid Afridi,,,,,,,42639.0,,,13030.0,4163.0,,,,,,,367.0,
10,0,81,46,7,6,0,0,0,0,0,180,225,9,4,0,2007,Shahid Afridi,5b2acc3f,Shahid Afridi (2),,,,,,,1380679.0,,,,,,,,,,,,
8,0,104,85,16,0,0,0,0,0,0,0,0,0,3,0,2007,MK Tiwary,26e5cabf,MK Tiwary,JGycC0iUiiXOVIJKQeLJhzbiJIOA1ie,,,,,,35565.0,,,,,,,,,,,89.0,
9,0,178,134,19,5,0,0,0,0,0,171,232,11,4,0,2007,DJ Bravo,87e562a9,DJ Bravo,,,,,,,51439.0,,,,44613.0,,,,,,,25.0,
2,0,2,2,0,0,0,0,0,0,0,30,59,0,0,0,2007,VS Yeligati,38f2c66c,VS Yeligati,,,,,,,307448.0,,,,,,,,,,,,
3,0,24,22,2,1,0,0,0,0,0,30,51,2,0,0,2007,MA Khote,0d232ffd,MA Khote,,,,,,,30220.0,,,,,,,,,,,,
11,0,441,362,54,8,0,0,0,0,0,0,0,0,2,0,2007,GC Smith,72861603,GC Smith,,,,,,,47270.0,,,,10283.0,,,,,,,219.0,
3,0,3,8,0,0,0,0,0,0,0,48,87,2,1,0,2007,D Kalyankrishna,94bc776b,D Kalyankrishna,,,,,,,30719.0,,,,,,,,,,,,
4,0,73,75,6,1,0,0,0,0,0,0,0,0,1,0,2007,RR Sarwan,36d33dd0,RR Sarwan,,,,,,,52969.0,,,,6388.0,,,,,,,325.0,
3,0,4,17,1,0,0,0,0,0,0,0,0,0,1,0,2007,AM Rahane,29e95537,AM Rahane,AXeJIbJi1OLGK0UQihJzyiJeOcViIiC,,,,,,277916.0,,,,154043.0,,,,,,,135.0,
13,0,4,3,1,0,0,0,0,0,0,288,420,11,1,0,2007,VRV Singh,034b4b7d,VRV Singh,,,,,,,35281.0,,,,61457.0,,,,,,,250.0,
2,0,26,20,3,1,0,0,0,0,0,0,0,0,1,0,2007,SS Tiwary,709b0bac,SS Tiwary,y1LiiQi0XeJhUVIKOGiezJJcAiCIOJb,,,,,,35390.0,,,,15072.0,,,,,,,163.0,
11,0,36,29,3,1,0,0,0,0,0,247,266,22,4,0,2007,Sohail Tanvir,64d43928,Sohail Tanvir,,,,,,,43265.0,,,13065.0,55658.0,,,,,,,321.0,
10,0,13,17,1,0,0,0,0,0,0,230,304,7,4,0,2007,A Kumble,0c2730df,A Kumble,,,,,,,30176.0,,,,1972.0,,,,,,,,
3,0,11,9,1,0,0,0,0,0,0,66,99,2,1,0,2007,DNT Zoysa,e0351c86,DNT Zoysa,,,,,,,51050.0,,,,5399.0,,,,,,,,
3,0,18,10,1,1,0,0,0,0,0,36,60,2,1,0,2007,SD Chitnis,facb9086,SD Chitnis,JIOAcLiiXhQiKGVU0yCbezJJ1iIOeJi,,,,,,337916.0,,,,,,,,,,,80.0,
8,0,52,47,5,0,0,0,0,0,0,51,85,2,7,0,2007,Shoaib Malik,64c34cd0,Shoaib Malik,,,,,,,42657.0,,,13046.0,8219.0,,,,,,,314.0,
3,0,8,10,0,0,0,0,0,0,0,0,0,0,2,0,2007,TM Srivastava,a76d10ba,TM Srivastava,OzCiieyXI1LeIUiiOJGA0JVchQbKJiJ,,,,,,35401.0,,,,,,,,,,,,
10,0,2,5,0,0,0,0,0,0,0,228,252,10,4,0,2007,DW Steyn,8fd1a8f5,DW Steyn,,,3242.0,,,,47492.0,,,11992.0,61252.0,,,,,,,180.0,
4,0,20,28,3,0,0,0,0,0,0,0,0,0,2,0,2007,B Chipli,5451a2c1,B Chipli,,,,,,,27685.0,,,,,,,,,,,35.0,
13,0,241,163,18,14,0,0,0,0,0,288,399,17,3,0,2007,JA Morkel,c3d35165,JA Morkel,,,,,,,46248.0,,,,9427.0,,,,,,,26.0,
6,0,103,94,9,5,0,0,0,0,0,0,0,0,0,0,2007,DB Das,7050a1e7,DB Das,Q0iJeGChLUVXyAiKebOIiiJ1IzOiJcJ,,,,,,328163.0,,,,,,,,,,,259.0,
5,0,2,1,0,0,0,0,0,0,0,120,160,10,2,0,2007,CRD Fernando,342d8ade,CRD Fernando,,,,,,,48835.0,,,,11122.0,,,,,,,345.0,
2,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,2007,MK Pandey,93b4fc78,MK Pandey,JJG1KLA0hQyiXOzIObeciJUiCiJVeiI,,,,,,290630.0,,,,167621.0,,,,,,,123.0,
9,0,167,153,17,8,0,0,0,0,0,0,0,0,5,0,2007,HH Gibbs,e1d1b294,HH Gibbs,,,,,,,45224.0,,,,2345.0,,,,,,,212.0,
4,0,0,0,0,0,0,0,0,0,0,84,141,3,0,0,2007,Gagandeep Singh,890de8cb,Gagandeep Singh,,,,,,,28758.0,,,,,,,,,,,,
4,0,0,0,0,0,0,0,0,0,0,84,141,3,0,0,2007,Gagandeep Singh,87046e99,Gagandeep Singh (2),,,,,,,1335146.0,,,,,,,,,,,,
4,0,0,0,0,0,0,0,0,0,0,84,141,3,0,0,2007,Gagandeep Singh,4a370769,Gagandeep Singh (3),,,,,,,1382797.0,,,,,,,,,,,,
4,0,0,0,0,0,0,0,0,0,0,84,141,3,0,0,2007,Gagandeep Singh,239197f1,Gagandeep Singh (4),,,,,,,1287064.0,,,,,,,,,,,,
11,0,616,441,59,26,0,0,0,0,0,0,0,0,3,0,2007,SE Marsh,508a1ea7,SE Marsh,,,3824.0,,,,6683.0,,,,10020.0,,,,,,,191.0,
9,0,311,233,43,6,0,0,0,0,0,0,0,0,5,0,2007,SA Asnodkar,ae091d39,SA Asnodkar,iieIiXCJO1VLOQiKUAJehiJyzcIGb0J,,,,,,26782.0,,,,,,,,,,,,
6,0,39,19,1,5,0,0,0,0,0,135,184,12,0,0,2007,Umar Gul,16dfcc19,Umar Gul,,,,,,,43524.0,,,,44284.0,,,,,,,359.0,
7,0,193,161,30,2,0,0,0,0,0,0,0,0,2,0,2007,Salman Butt,4d6d6280,Salman Butt,,,,,,,42683.0,,,13055.0,11487.0,,,,,,,,
3,0,12,17,2,0,0,0,0,0,0,0,0,0,1,0,2007,BJ Hodge,b57f8a9a,BJ Hodge,,,,,,,5674.0,,,,6237.0,,,,,,,229.0,
10,0,196,165,27,3,0,0,0,0,0,0,0,0,2,0,2007,SP Fleming,eea6b7f1,SP Fleming,,,,,,,37000.0,,,,2120.0,,,,,,,350.0,
8,0,145,109,21,3,0,0,0,0,0,12,22,1,1,0,2007,S Vidyut,756389bd,S Vidyut,,,,,,,35619.0,,,,,,,,,,,,
7,0,2,5,0,0,0,0,0,0,0,144,215,5,1,0,2007,PJ Sangwan,9fc0ef64,PJ Sangwan,0OIJieUzOiCXJJQAKciVh1yGiibJeIL,,,,,,279545.0,,,,,,,,,,,91.0,
9,0,11,18,2,0,0,0,0,0,0,210,242,7,1,0,2007,M Ntini,20a941bb,M Ntini,,,,,,,46592.0,,,,4067.0,,,,,,,351.0,
7,0,95,98,5,1,0,0,0,0,0,0,0,0,5,0,2007,AB de Villiers,c4487b84,AB de Villiers,,,3241.0,,,,44936.0,,,,45848.0,,,,,,,233.0,
4,0,82,85,9,1,0,0,0,0,0,0,0,0,2,2,2007,SP Goswami,541f85c9,SP Goswami,XJOiyJbGIizQ1JC0JiiOILVceeUhKAi,,,,,,302579.0,,,,167996.0,,,,,,,95.0,
3,0,40,26,5,1,0,0,0,0,0,6,21,0,3,0,2007,LPC Silva,1be70c88,LPC Silva,,,,,,,50431.0,,,,8148.0,,,,,,,366.0,1292.0
6,0,109,82,10,5,0,0,0,0,0,12,19,1,2,0,2007,DB Ravi Teja,b720a5d6,DB Ravi Teja,hJJVXOcbeiQiiL1IyOGCeiIAzUJ0JiK,,,,,,237701.0,,,,,,,,,,,36.0,
8,0,117,81,10,6,0,0,0,0,0,0,0,0,1,0,2007,Misbah-ul-Haq,7eae4418,Misbah-ul-Haq,,,,,,,41378.0,,,,19294.0,,,,,,,332.0,
9,0,1,1,0,0,0,0,0,0,0,152,199,4,0,0,2007,DP Vijaykumar,acd4f5dc,DP Vijaykumar,,,,,,,272949.0,,,,,,,,,,,,
7,0,70,65,7,2,0,0,0,0,0,0,0,0,10,1,2007,YV Takawale,4e04666c,YV Takawale,iIJQJ0bAJKcXUCzJOieyhGO1ieiIiLV,,,,,,35357.0,,,,,,,,,,,1750.0,
