matches,innings_batted,runs_scored,balls_faced,fours,sixes,not_outs,high_score,centuries,fifties,innings_bowled,balls_bowled,runs_conceded,wickets,catches,stumpings,season,name,identifier,unique_name,key_bcci,key_bcci_2,key_bigbash,key_cricbuzz,key_cricheroes,key_crichq,key_cricinfo,key_cricinfo_2,key_cricinfo_3,key_cricingif,key_cricketarchive,key_cricketarchive_2,key_cricketworld,key_nvplay,key_nvplay_2,key_opta,key_opta_2,key_pulse,key_pulse_2
2,0,2,6,0,0,0,0,0,0,0,24,35,1,0,0,2013,AS Rajpoot,db31895a,AS Rajpoot,ibe1CzIiXKOiQi0yeGJcVJhOJiLIJUA,,,,,,591650.0,,,,1047395.0,,,,,,,1106.0,
18,0,35,49,4,0,0,0,0,0,0,348,390,15,4,0,2013,R Ashwin,495d42a5,R Ashwin,LJiViehiIzeiOAJXKJ1iGcUIJybO0QC,,,,,,26421.0,,,,12674.0,,,,,,,8.0,
18,0,121,106,11,3,0,0,0,0,0,375,497,32,14,0,2013,DJ Bravo,87e562a9,DJ Bravo,,,,,,,51439.0,,,,44613.0,,,,,,,25.0,
17,0,461,283,32,25,0,0,0,0,0,0,0,0,15,2,2013,MS Dhoni,4a8a2e3b,MS Dhoni,,,,,,,28081.0,,,,7561.0,,,,,,,1.0,
2,0,4,9,0,0,0,0,0,0,0,42,71,1,0,0,2013,B Laughlin,b2a79f17,B Laughlin,,,4298.0,,,,315623.0,,,,140646.0,,,,,,,921.0,
18,0,201,135,17,6,0,0,0,0,0,259,323,13,6,0,2013,RA Jadeja,fe93fd9d,RA Jadeja,,,,,,,234675.0,,,,94280.0,,,,,,,9.0,
13,0,418,341,40,19,0,0,0,0,0,30,59,2,8,0,2013,DR Smith,a09dd2ae,David Smith,,,,,,,20236.0,,,,1159.0,,,,,,,,
13,0,418,341,40,19,0,0,0,0,0,30,59,2,8,0,2013,DR Smith,35205dfc,DR Smith,,,,,,,53118.0,,,,44904.0,,,,,,,413.0,
17,0,733,566,81,17,0,0,0,0,0,0,0,0,10,0,2013,MEK Hussey,48fd7349,MEK Hussey,,,,,,,5939.0,,,,6240.0,,,,,,,20.0,
15,0,312,286,27,8,0,0,0,0,0,0,0,0,8,0,2013,M Vijay,4b57e452,M Vijay,A0QeiIJhJcXbCVGLK1zJOiiUIyeiOiJ,,,,,,237095.0,,,,100713.0,,,,,,,7.0,
17,0,548,365,50,18,0,0,0,0,0,12,23,1,10,0,2013,SK Raina,1dc12ab9,SK Raina,iGJ1UQiJJJ0IOiiAzKcXIehViCeObyL,,,,,,33335.0,,,,15460.0,,,,,,,14.0,
15,0,2,4,0,0,0,0,0,0,0,314,381,16,2,0,2013,PP Ojha,6c6591ab,PP Ojha,JcUJhVXOiizCIi10GIeiAKyJObJQLei,,,,,,32130.0,,,,75691.0,,,,,,,106.0,
8,0,124,121,11,0,0,0,0,0,0,0,0,0,1,0,2013,S Badrinath,3576e47e,S Badrinath,,,,,,,26806.0,,,,8757.0,,,,,,,12.0,
15,0,47,39,3,3,0,0,0,0,0,338,373,12,1,0,2013,P Kumar,e938e1bc,P Kumar,J1iCzJIQL0eybOKiIJiOVUiXhcAGiJe,,,,,,30732.0,,,,73455.0,,,,,,,77.0,
3,0,2,5,0,0,0,0,0,0,0,72,72,1,0,0,2013,RJ Harris,12eddf28,RJ Harris,,,,,,,5779.0,,,,12389.0,,,,,,,190.0,
7,0,52,58,8,0,0,0,0,0,0,12,15,1,2,0,2013,TL Suman,aaa1b522,TL Suman,,,,,,,34281.0,,,,,,,,,,,110.0,
11,0,196,154,22,5,0,0,0,0,0,263,330,15,1,0,2013,Azhar Mahmood,9a158001,Azhar Mahmood,,,,,,,39024.0,,,,4167.0,,,,,,,194.0,
14,0,1,9,0,0,0,0,0,0,0,324,412,15,1,0,2013,P Awana,1a0c3177,P Awana,eiJcQIKeLi1iiiOOyJXhzbAGJIUCV0J,,,,,,323131.0,,,,,,,,,,,254.0,
15,0,260,223,36,0,0,0,0,0,0,0,0,0,6,0,2013,Mandeep Singh,c3a96caf,Mandeep Singh,OzV0LUQiKbJeGieihXiCAIOJ1IiJyJc,2016e7d2c33e9b3f11e69558028d29d,,,,,398506.0,,,,250480.0,,,,,,,72.0,
15,0,260,223,36,0,0,0,0,0,0,0,0,0,6,0,2013,Mandeep Singh,dc39e9ab,Mandeep Singh (2),,,,,,,1441894.0,,,,,,,,,,,,
13,0,294,229,41,6,0,0,0,0,0,1,0,1,12,0,2013,AC Gilchrist,2b6e6dec,AC Gilchrist,,,,,,,5390.0,,,,4170.0,,,,,,,65.0,
16,0,64,57,5,3,0,0,0,0,0,350,418,11,1,0,2013,PP Chawla,98ae73b1,PP Chawla,iJiI0ebJUILz1VOOiXAchCeKGiiJyQJ,,,,,,32966.0,,,,61458.0,,,,,,,76.0,
11,0,108,95,10,3,0,0,0,0,0,0,0,0,4,1,2013,Gurkeerat Singh,6eb146d2,Gurkeerat Singh,1IVAXJhJI0biQJieKJcLGizCyeOUiOi,,,,,,537124.0,,,,282623.0,,,,,,,253.0,
11,0,161,117,22,2,0,0,0,0,0,0,0,0,3,0,2013,M Vohra,c03e2850,M Vohra,0yiIKLIiOJVeiUzQCAiJOehJcXiJG1b,,,,,,532856.0,,,,,,,,,,,1085.0,
12,0,235,209,20,6,0,0,0,0,0,66,91,0,4,0,2013,DJ Hussey,fd835ab3,DJ Hussey,,,,,,,5766.0,,,,,,,,,,,186.0,
1,0,0,0,0,0,0,0,0,0,0,12,17,0,1,0,2013,Ankit Sharma,24d94623,Ankit Sharma,ciiJbIeiUeJAQXJyihi01LKJzCOIVGO,,,,,,422992.0,,,,,,,,,,,32.0,
10,0,165,125,20,3,0,0,0,0,0,127,185,7,5,0,2013,MC Henriques,32198ae0,MC Henriques,,,4285.0,,,,5961.0,,,,60855.0,,,,,,,388.0,
16,0,543,380,59,22,0,0,0,0,0,250,298,13,6,0,2013,SR Watson,4329fbb5,SR Watson,,,,,,,8180.0,,,11643.0,10016.0,,,,,,,227.0,
3,0,5,10,0,0,0,0,0,0,0,54,78,1,0,0,2013,Mohammed Shami,8cf9814c,Mohammed Shami,ChbiJ1JcJIiiVXKQeyOAeGUiiOL0IJz,,,,,,481896.0,,,,908878.0,,,,,,,94.0,
11,0,125,96,17,2,0,0,0,0,0,0,0,0,6,1,2013,DH Yagnik,063b3673,DH Yagnik,CbJ1JieGiAJIJUeiIViyhiQXOLz0KcO,,,,,,36071.0,,,,,,,,,,,141.0,
3,0,1,3,0,0,0,0,0,0,0,60,98,1,0,0,2013,SW Tait,addfb70e,SW Tait,,,,,,,8076.0,,,,17501.0,,,,,,,228.0,
10,0,57,29,6,3,0,0,0,0,0,240,335,7,0,0,2013,M Morkel,5bb5a915,M Morkel,,,3482.0,,,,46538.0,,,,62310.0,,,,,,,169.0,
3,0,23,27,0,0,0,0,0,0,0,30,36,1,2,0,2013,BMAJ Mendis,9868bc75,BMAJ Mendis,,,,,,,49700.0,,,,,,,,,,,503.0,
17,0,9,18,1,0,0,0,0,0,0,392,468,20,3,0,2013,SL Malinga,a12e1d51,SL Malinga,,,,,,,49758.0,,,,44474.0,,,,,,,211.0,
11,0,152,124,8,5,0,0,0,0,0,0,0,0,4,2,2013,KM Jadhav,99d63244,KM Jadhav,ezGiUihCJbJKJIXJA1eO0IOQyLciVii,,,,,,290716.0,,,,150824.0,,,,,,,297.0,
6,0,21,21,3,0,0,0,0,0,0,90,109,2,3,0,2013,R Dhawan,26a85969,R Dhawan,LJzbViOIIJOy1CecUX0GQhieiJAiiKJ,,,,,,290727.0,,,,,,,,,,,1088.0,
16,0,14,16,0,0,0,0,0,0,0,300,401,15,5,0,2013,CH Morris,fb66ce1f,CH Morris,,,5887.0,,,,439952.0,,,,921899.0,,,,,,,836.0,
8,0,109,77,9,5,0,0,0,0,0,24,51,0,0,0,2013,R Sathish,626c5379,R Sathish,AiCiUJchJziGQKbXJOeOVLiIJieIy01,,,,,,33870.0,,,,,,,,,,,78.0,
4,0,20,16,4,0,0,0,0,0,0,0,0,0,2,0,2013,KL Rahul,b17e2f24,KL Rahul,bhJIOc1UiieXKOJiVLeGJQiCAJi0Iyz,,,,,,422108.0,,,,170187.0,,,,,,,1125.0,
11,0,0,0,0,0,0,0,0,0,0,239,335,13,4,0,2013,RP Singh,0ab3c788,Ritu Singh,,,,,,,1331889.0,,,,,,,,,,,,
11,0,0,0,0,0,0,0,0,0,0,239,335,13,4,0,2013,RP Singh,c3d1402f,RP Singh,bJ0JcXGAQCiLeVIh1UKiiiiIeyJJOOz,,,,,,35280.0,,,,61033.0,,,,,,,112.0,
14,0,373,223,34,17,0,0,0,0,0,0,0,0,8,0,2013,AB de Villiers,c4487b84,AB de Villiers,,,3241.0,,,,44936.0,,,,45848.0,,,,,,,233.0,
2,0,3,6,0,0,0,0,0,0,0,42,94,3,1,0,2013,R McLaren,c654af19,R McLaren,,,,,,,46393.0,,,,45228.0,,,,,,,288.0,
2,0,4,2,1,0,0,0,0,0,0,24,51,0,0,0,2013,PJ Sangwan,9fc0ef64,PJ Sangwan,0OIJieUzOiCXJJQAKciVh1yGiibJeIL,,,,,,279545.0,,,,,,,,,,,91.0,
16,0,57,57,5,2,0,0,0,0,0,379,427,28,3,0,2013,JP Faulkner,808f425a,JP Faulkner,,,5118.0,,,,270484.0,,,,113409.0,,,,,,,193.0,
4,0,3,4,0,0,0,0,0,0,0,92,121,6,1,0,2013,Harmeet Singh,2a72fd4f,Harmeet Singh,IJCzV1XJiOOAJiiGLU0icJQyieIehbK,,,,,,391128.0,,,,,,,,,,,70.0,
4,0,3,4,0,0,0,0,0,0,0,92,121,6,1,0,2013,Harmeet Singh,0bf15e52,Harmeet Singh (2),hiL0i1JJzecGUAyOIbCXQJJIVKieOii,,,,,,422847.0,,,,,,,,,,,1091.0,
14,0,456,336,54,16,0,0,0,0,0,24,49,1,2,0,2013,AJ Finch,b8d490fd,AJ Finch,,,4780.0,,,,5334.0,,,,35381.0,,,,,,,167.0,
2,0,0,0,0,0,0,0,0,0,0,48,42,2,1,0,2013,Anand Rajan,d2340a43,Anand Rajan,,,,,,,26797.0,,,,,,,,,,,31.0,
13,0,295,233,41,6,0,0,0,0,0,6,9,0,5,0,2013,V Sehwag,8ba8195d,V Sehwag,b01UGCJLVcIJOeAeiyJJiXhQiziiOKI,,,,,,35263.0,,,,7744.0,,,,,,,45.0,
6,0,7,9,0,0,0,0,0,0,0,131,170,4,1,0,2013,S Kaul,dcf81436,S Kaul,KiGXOcJiJIOzAeVUyQeLJiChbI10iJi,,,,,,326017.0,,,,230422.0,,,,,,,1086.0,
15,0,0,5,0,0,0,0,0,0,0,304,326,20,2,0,2013,MM Sharma,759ac88f,MM Sharma,chOi0yGOJeXiAbCLzKiiiJV1UIQeJJI,,,,,,537119.0,,,,166258.0,,,,,,,1107.0,
10,0,38,37,3,1,0,0,0,0,0,232,272,15,4,0,2013,R Rampaul,d68e7f48,R Rampaul,,,,,,,52912.0,,,,44614.0,,,,,,,594.0,
4,0,10,13,1,0,0,0,0,0,0,60,91,3,0,0,2013,J Syed Mohammad,c64c2443,J Syed Mohammad,JeIUhGKOibOziIe1i0JViJcXiCAQJLy,,,,,,35261.0,,,,,,,,,,,281.0,
13,0,85,86,6,2,0,0,0,0,0,209,230,11,4,0,2013,KV Sharma,119678fd,KV Sharma,GiQi1LUCieIAJJJeiJbcOyOXzVi0hKI,IIiJhG0yUVJJcQLi1iCbeiezJAOKiXO,,,,,30288.0,,,,15475.0,,,,,,,1118.0,
8,0,10,17,0,0,0,0,0,0,0,192,209,9,2,0,2013,SMSM Senanayake,4c4fa80b,SMSM Senanayake,,,,,,,273439.0,,,,149062.0,,,,,,,811.0,
8,0,4,6,0,0,0,0,0,0,0,150,156,6,4,0,2013,A Chandila,99b202b3,A Chandila,,,,,,,27783.0,,,,,,,,,,,273.0,
11,0,206,178,19,5,0,0,0,0,0,0,0,0,13,0,2013,SV Samson,a4cc73aa,SV Samson,iJUViQ01GecizhCJIAbiyXJOiLIOJeK,,,,,,425943.0,,,,218180.0,,,,,,,258.0,
7,0,159,132,15,4,0,0,0,0,0,0,0,0,4,0,2013,SPD Smith,30a45b23,SPD Smith,,,4552.0,,,,267192.0,,,,113416.0,,,,,,,271.0,
8,0,46,37,2,3,0,0,0,0,0,144,159,7,2,0,2013,JA Morkel,c3d35165,JA Morkel,,,,,,,46248.0,,,,9427.0,,,,,,,26.0,
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2013,S Anirudha,95a2ea61,S Anirudha,eIyibKzJiJXGL1Q0cOIJiihAiCJUVOe,,,,,,26798.0,,,,,,,,,,,11.0,
12,0,418,254,28,24,0,0,0,0,0,0,0,0,8,0,2013,DA Miller,d67d5f00,DA Miller,,,4804.0,,,,321777.0,,,,260912.0,,,,,,,187.0,
8,0,45,25,4,3,0,0,0,0,0,168,256,7,0,0,2013,MS Gony,ae78bc32,MS Gony,iUJbIiOe0JGOLheQy1VzcJiKIiAXCiJ,,,,,,317293.0,,,,,,,,,,,40.0,
8,0,75,74,5,5,0,0,0,0,0,0,0,0,2,0,2013,DB Das,7050a1e7,DB Das,Q0iJeGChLUVXyAiKebOIiiJ1IzOiJcJ,,,,,,328163.0,,,,,,,,,,,259.0,
1,0,0,2,0,0,0,0,0,0,0,12,17,1,0,0,2013,AB McDonald,16043342,AB McDonald,,,,,,,6553.0,,,,9179.0,,,,,,,234.0,
8,0,193,141,21,5,0,0,0,0,0,6,12,0,3,0,2013,BJ Rohrer,27af6414,BJ Rohrer,,,,,,,7547.0,,,,,,,,,,,647.0,
3,0,6,15,1,0,0,0,0,0,0,0,0,0,3,1,2013,Q de Kock,372455c4,Q de Kock,,,,,,,379143.0,,,,389104.0,,,,,,,834.0,
7,0,123,111,13,2,0,0,0,0,0,0,0,0,3,0,2013,BB Samantray,53f27a35,BB Samantray,1JJiXzUOiOJJQceiiehLiGbKyIIAVC0,,,,,,430125.0,,,,,,,,,,,249.0,
3,0,0,0,0,0,0,0,0,0,0,54,63,1,0,0,2013,AA Chavan,29d72eb2,AA Chavan,,,,,,,337913.0,,,,,,,,,,,138.0,
4,0,12,16,0,0,0,0,0,0,0,60,92,0,1,0,2013,AB Agarkar,fa463154,AB Agarkar,,,,,,,26184.0,,,,7111.0,,,,,,,47.0,
1,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,2013,PC Valthaty,25eeb281,PC Valthaty,,,,,,,35630.0,,,,,,,,,,,75.0,
1,0,5,5,0,0,0,0,0,0,0,24,25,0,0,0,2013,AD Mascarenhas,3edb58fc,AD Mascarenhas,,,,,,,16932.0,,,,,,,,,,,188.0,
7,0,109,106,4,4,0,0,0,0,0,0,0,0,2,0,2013,SS Tiwary,709b0bac,SS Tiwary,y1LiiQi0XeJhUVIKOGiezJJcAiCIOJb,,,,,,35390.0,,,,15072.0,,,,,,,163.0,
3,0,22,25,2,0,0,0,0,0,0,66,71,3,0,0,2013,RE van der Merwe,05c2ca46,RE van der Merwe,,,,,,,47850.0,,,,62399.0,,1899.0,,,,,173.0,
6,0,106,60,16,3,0,0,0,0,0,59,100,2,2,0,2013,LJ Wright,cca50cd6,LJ Wright,,,,,,,23460.0,,,,44043.0,,,,,,,285.0,
3,0,2,4,0,0,0,0,0,0,0,72,78,2,0,0,2013,BAW Mendis,ea0cdc12,BAW Mendis,,,,,,,268739.0,,,,142472.0,,,,,,,358.0,
6,0,0,0,0,0,0,0,0,0,0,120,168,2,3,0,2013,JO Holder,0f721006,JO Holder,,,5211.0,,,,391485.0,,,,432602.0,,,,,,,1075.0,
2,0,0,2,0,0,0,0,0,0,0,24,50,1,0,0,2013,IC Pandey,e0407c01,IC Pandey,ceiIhOU0iIJeXLi1CiJKbGzAViQJJOy,,,,,,447439.0,,,,,,,,,,,1090.0,
3,0,5,4,1,0,0,0,0,0,0,60,94,3,1,0,2013,AG Murtaza,ef5da05c,AG Murtaza,,,,,,,26490.0,,,,,,,,,,,114.0,
2,0,13,17,1,0,0,0,0,0,0,0,0,0,2,0,2013,M Manhas,c42aaf71,M Manhas,iIziee0cAJCJVXO1KhIyJUOQGiiLibJ,,,,,,31001.0,,,,,,,,,,,124.0,
8,0,300,249,39,4,0,0,0,0,0,0,0,0,3,0,2013,SE Marsh,508a1ea7,SE Marsh,,,3824.0,,,,6683.0,,,,10020.0,,,,,,,191.0,
4,0,0,1,0,0,0,0,0,0,0,96,119,8,0,0,2013,Sandeep Sharma,ce820073,Sandeep Sharma,i1QhcIiJJXbVOyCieKe0JIJOiiULGAz,,,,,,438362.0,,,,250486.0,,,,,,,1112.0,
3,0,44,34,4,1,0,0,0,0,0,0,0,0,0,0,2013,CM Gautam,30a2649b,CM Gautam,eJiC1OOiziQV0LhcGIJbJyeKIJXUiiA,,,,,,302208.0,,,,,,,,,,,155.0,
1,0,0,0,0,0,0,0,0,0,0,24,34,0,0,0,2013,YS Chahal,57ee1fde,YS Chahal,iiziL0iOie1JbKeJVIGcCJXIyUhAJQO,,,,,,430246.0,,,,166261.0,,,296e7eae-bce8-43bc-b5df-8611fe9500ee,,,,111.0,
5,0,8,14,0,0,0,0,0,0,0,113,142,7,0,0,2013,Iqbal Abdulla,85aae393,Iqbal Abdulla,hcCJiAIJQiLKVey01UibJiIeXziOGJO,,,,,,277237.0,,,,,,,,,,,85.0,
2,0,6,7,1,0,0,0,0,0,0,0,0,0,1,0,2013,BB McCullum,b8a55852,BB McCullum,,,,,,,37737.0,,,,10263.0,,,5d52b90b-dbd2-4f38-9033-3ce0009b9e6e,,,,202.0,
10,0,311,253,37,5,0,0,0,0,0,0,0,0,3,0,2013,S Dhawan,0a476045,S Dhawan,ziJiXLyVeQUACeiOhKiJJiI0O1cJIbG,,,,,,28235.0,,,,15627.0,,,,,,,41.0,
1,0,10,17,0,0,0,0,0,0,0,0,0,0,0,0,2013,X Thalaivan Sargunam,1763bc6c,X Thalaivan Sargunam,izhcQVCiieAiJXJJGObIiKO1L0UyIeJ,,,,,,319744.0,,,,,,,,,,,1119.0,
10,0,174,132,11,10,0,0,0,0,0,134,168,8,3,0,2013,DJG Sammy,c03c6200,DJG Sammy,,,,,,,53115.0,,,12285.0,44210.0,,,,,,,589.0,
1,0,0,0,0,0,0,0,0,0,0,12,18,1,0,0,2013,S Ladda,fb693839,S Ladda,ieUzIIOQiXihJcLOVbiJJGi0AJC1eKy,,,,,,317292.0,,,,,,,,,,,93.0,
2,0,0,0,0,0,0,0,0,0,0,30,32,1,0,0,2013,BA Bhatt,dc4686e6,BA Bhatt,VXQiGizCecJA1OJOJbehyiiJ0UIiLIK,,,,,,433410.0,,,,,,,,,,,68.0,
6,0,0,0,0,0,0,0,0,0,0,112,151,8,0,0,2013,DS Kulkarni,d2a989fc,DS Kulkarni,cIQiXiiLVezIi0JCAyiOeJGb1OKhJJU,,,,,,277955.0,,,,160008.0,,,,,,,101.0,
3,0,70,56,6,4,0,0,0,0,0,0,0,0,0,0,2013,WP Saha,fe11caa6,WP Saha,iGiVeXU0JyihbJQJIeAzOCIciiLOJK1,,,,,,279810.0,,,,152985.0,,,,,,,16.0,
3,0,34,36,2,1,0,0,0,0,0,71,101,2,0,0,2013,KW Richardson,dfc4d8b5,KW Richardson,,,5180.0,,,,272262.0,,,,113443.0,,,,,,,798.0,
1,0,19,21,1,0,0,0,0,0,0,0,0,0,0,0,2013,A Mukund,6165bca6,A Mukund,OJXUciezL0IJAQGiKii1CJbVyeJOIih,,,,,,302582.0,,,,167590.0,,,,,,,2.0,
2,0,25,23,2,0,0,0,0,0,0,0,0,0,0,0,2013,OA Shah,7bf96684,OA Shah,201625b004bc8a0511e69558028d29d,,,,,,20123.0,594438.0,,,6360.0,,,,,,,275.0,
2,0,23,15,4,0,0,0,0,0,0,12,17,0,0,0,2013,S Narwal,287686fd,S Narwal,,,,,,,32084.0,,,,,,,,,,,149.0,
3,0,58,59,5,1,0,0,0,0,0,0,0,0,0,0,2013,LA Pomersbach,b63ab531,LA Pomersbach,,,,,,,232284.0,,,,,,,,,,,238.0,
1,0,0,0,0,0,0,0,0,0,0,20,31,0,0,0,2013,GB Hogg,f708a0bc,GB Hogg,,,,,,,5681.0,,,,3323.0,,,,,,,231.0,
4,0,92,99,14,0,0,0,0,0,0,0,0,0,1,0,2013,CA Pujara,d4f9dbd4,CA Pujara,UCicVJJX0IGQiObeKJ1IOLeiAizhyiJ,,,,,,32540.0,,,,17473.0,,,,,,,156.0,
2,0,0,0,0,0,0,0,0,0,0,36,47,5,1,0,2013,Z Khan,91a4a398,Z Khan,,,,,,,30102.0,,,,7645.0,,,,,,,165.0,
1,0,0,0,0,0,0,0,0,0,0,18,21,1,1,0,2013,P Suyal,cedc1d9a,P Suyal,J0KJcXQiziG1IieLbVIhyiOJCJeAOiU,,,,,,431213.0,,,,,,,,,,,105.0,
2,0,1,1,0,0,0,0,0,0,0,30,48,0,1,0,2013,K Upadhyay,27e71d47,K Upadhyay,hCJeKJXVJJiLUiQi1iAO0zbOIIciyeG,,,,,,431876.0,,,,,,,,,,,269.0,
4,0,5,7,0,0,0,0,0,0,0,89,137,6,1,0,2013,WD Parnell,3a60e0b5,WD Parnell,,,,,,,265564.0,,,12002.0,140857.0,,,,,,,223.0,
2,0,7,14,1,0,0,0,0,0,0,0,0,0,1,0,2013,UA Birla,91b9300b,UA Birla,,,,,,,262533.0,,,,,,,,,,,1089.0,
3,0,3,6,0,0,0,0,0,0,0,66,88,1,0,0,2013,PV Tambe,6aed7e79,PV Tambe,IIeJ10yUhQeVLJibiJGAXJOiOczKiiC,,,,,,587152.0,,,,140306.0,,,,,,,1114.0,
2,0,3,7,0,0,0,0,0,0,0,0,0,0,2,0,2013,Sachin Baby,dc9dd038,Sachin Baby,OJ1ebVIiAiGiKeQzUOXicJIJ0JiyhCL,,,,,,432783.0,,,,,,,,,,,1115.0,
1,0,0,0,0,0,0,0,0,0,0,24,28,0,0,0,2013,P Negi,f62772e5,P Negi,JciiKXiJGeAiQJOOLeJC1IzVI0yUibh,,,,,,530773.0,,,,,,,,,,,53.0,
2,0,0,0,0,0,0,0,0,0,0,42,45,3,1,0,2013,AN Ahmed,2af1b6d2,AN Ahmed,eJ1iGJciLVeyICUzJibOAX0OiiIQKhJ,,,,,,228430.0,,,,,,,,,,,98.0,
1,0,0,0,0,0,0,0,0,0,0,24,21,1,0,0,2013,Bipul Sharma,c18496e1,Bipul Sharma,VOicAKiJICG0ieUOheb1zIJyXJiiQJL,,,,,,35928.0,,,,,,,,,,,69.0,
2,0,5,9,0,0,0,0,0,0,0,30,28,1,0,0,2013,Parvez Rasool,9170ff49,Parvez Rasool,iJeXOAV0IhKyiziI1eJiUCJcibQOLGJ,,,,,,378496.0,,,,,,,,,,,1093.0,
1,0,5,11,0,0,0,0,0,0,0,0,0,0,1,1,2013,M Rawat,de8d3876,M Rawat,b0eOicOiiUXziJCL1JiVKAyeJIQJGhI,,,,,,33440.0,,,,,,,,,,,268.0,
4,0,85,63,9,2,0,0,0,0,0,18,24,0,1,0,2013,RN ten Doeschate,4ec07775,RN ten Doeschate,,,,,,,47660.0,,,,44713.0,,,dfdb5c15-dadc-42f6-b6bd-e63c4f54e384,c646a8c5-283b-43f4-90ba-6a34d9e4045b,,,200.0,
3,0,36,27,1,4,0,0,0,0,0,12,23,0,1,0,2013,GJ Maxwell,b681e71e,GJ Maxwell,,,4894.0,,,,325026.0,,,,246379.0,,,,,,,282.0,
1,0,2,2,0,0,0,0,0,0,0,24,37,1,0,0,2013,A Mithun,66cf56a5,A Mithun,JIyIihGziJOiXJObee0cAVUKiCLi1JQ,,,,,,310958.0,,,,216771.0,,,,,,,151.0,
3,0,0,0,0,0,0,0,0,0,0,60,59,2,0,0,2013,VS Malik,5f26df4f,VS Malik,,,,,,,31738.0,,,,,,,,,,,82.0,
2,0,4,1,1,0,0,0,0,0,0,6,5,0,2,0,2013,RV Gomez,b2570b38,RV Gomez,cAQIeKhyJOeObJiiiVi1z0XiGCJLJIU,,,,,,28846.0,,,,,,,,,,,270.0,
5,0,123,84,14,5,0,0,0,0,0,0,0,0,0,0,2013,AP Tare,855a210c,AP Tare,iJXizCJUJiiQiA0yKObVce1eJhLIOIG,,,,,,333904.0,,,,,,,,,,,99.0,
1,0,0,0,0,0,0,0,0,0,0,24,62,0,0,0,2013,MG Neser,0164b064,MG Neser,,,5964.0,,,,376169.0,,,,950798.0,,,,,,,909.0,
1,0,9,6,0,1,0,0,0,0,0,24,29,1,1,0,2013,NM Coulter-Nile,56ab442f,NM Coulter-Nile,,,5538.0,,,,261354.0,,,,98645.0,,,,,,,840.0,
1,0,16,18,1,1,0,0,0,0,0,0,0,0,0,0,2013,B Chipli,5451a2c1,B Chipli,,,,,,,27685.0,,,,,,,,,,,35.0,
1,0,5,8,0,0,0,0,0,0,0,0,0,0,1,0,2013,P Dogra,2728e7e9,P Dogra,OhQiAJbJyIeGOi1cJUJIi0CiiKeXVzL,,,,,,28160.0,,,,,,,,,,,74.0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,AR Patel,2e171977,AR Patel,iIQcOze1JKUiXeCJiGhb0VJiiILyJAO,,,,,,554691.0,,,,923472.0,,,,,,,1113.0,
16,0,335,293,36,4,0,0,0,0,0,0,0,0,3,0,2014,G Gambhir,bb345e0b,G Gambhir,KiXJQLiyIe1Viz0cGIACUiJiOJeOJhb,,,,,,28763.0,,,,7736.0,,,,,,,84.0,
6,0,8,7,0,1,0,0,0,0,0,134,146,5,0,0,2014,Z Khan,91a4a398,Z Khan,,,,,,,30102.0,,,,7645.0,,,,,,,165.0,
8,0,151,129,13,4,0,0,0,0,0,132,186,4,2,0,2014,JH Kallis,86dc8f2e,JH Kallis,,,,,,,45789.0,,,,2231.0,,,,,,,198.0,
10,0,2,4,0,0,0,0,0,0,0,235,253,16,0,0,2014,SL Malinga,a12e1d51,SL Malinga,,,,,,,49758.0,,,,44474.0,,,,,,,211.0,
16,0,409,343,35,11,0,0,0,0,0,0,0,0,3,0,2014,MK Pandey,93b4fc78,MK Pandey,JJG1KLA0hQyiXOzIObeciJUiCiJVeiI,,,,,,290630.0,,,,167621.0,,,,,,,123.0,
12,0,265,181,21,15,0,0,0,0,0,108,184,4,5,0,2014,CJ Anderson,4cd5c9d6,Carl Anderson,,,,,,,36189.0,,,,,,,,,,,,
12,0,265,181,21,15,0,0,0,0,0,108,184,4,5,0,2014,CJ Anderson,8abdf100,CJ Anderson,,,,,,,277662.0,,,,159057.0,,,27841122-e944-405c-abd8-7b6cf03ecc80,,,,968.0,
12,0,4,8,0,0,0,0,0,0,0,276,380,4,0,0,2014,PP Ojha,6c6591ab,PP Ojha,JcUJhVXOiizCIi10GIeiAKyJObJQLei,,,,,,32130.0,,,,75691.0,,,,,,,106.0,
14,0,28,25,2,2,0,0,0,0,0,330,356,14,3,0,2014,Harbhajan Singh,8b5b6769,Harbhajan Singh,JiLeiIUzbcJQiJCJeiiVO0IOyh1KGXA,,,,,,29264.0,,,,7121.0,,,,,,,103.0,
15,0,273,203,15,15,0,0,0,0,0,150,262,2,7,0,2014,KA Pollard,a757b0d8,KA Pollard,,,,,,,230559.0,,,,97647.0,,,,,,,210.0,
16,0,660,479,74,18,0,0,0,0,0,0,0,0,1,7,2014,RV Uthappa,1c17e270,RV Uthappa,GJiCeJbiiOiXALIeyiUQcJz1IhVO0JK,20188d75f840b8d811e8a30e02726df,,,,,35582.0,,,,8681.0,,,,,,,127.0,
15,0,390,302,31,16,0,0,0,0,0,18,26,1,5,0,2014,RG Sharma,740742ef,RG Sharma,,,,,,,34102.0,,,,74266.0,,,,,,,107.0,
